,FIRE_YEAR,NWCG_GENERAL_CAUSE,STATE,Count
716,1993,Power generation/transmission/distribution,CO,1
717,1993,Power generation/transmission/distribution,FL,2
718,1993,Power generation/transmission/distribution,ID,5
719,1993,Power generation/transmission/distribution,IN,1
720,1993,Power generation/transmission/distribution,MS,1
721,1993,Power generation/transmission/distribution,MT,1
722,1993,Power generation/transmission/distribution,NC,3
723,1993,Power generation/transmission/distribution,NJ,1
724,1993,Power generation/transmission/distribution,NM,8
725,1993,Power generation/transmission/distribution,OK,1
726,1993,Power generation/transmission/distribution,OR,33
727,1993,Power generation/transmission/distribution,SD,1
728,1993,Power generation/transmission/distribution,TX,6
729,1993,Power generation/transmission/distribution,UT,1
730,1993,Power generation/transmission/distribution,VA,2
731,1993,Power generation/transmission/distribution,WA,8
732,1993,Power generation/transmission/distribution,WV,31
733,1993,Railroad operations and maintenance,AL,2
734,1993,Railroad operations and maintenance,AZ,93
735,1993,Railroad operations and maintenance,CA,32
736,1993,Railroad operations and maintenance,CO,7
737,1993,Railroad operations and maintenance,CT,2
738,1993,Railroad operations and maintenance,FL,1267
739,1993,Railroad operations and maintenance,GA,153
740,1993,Railroad operations and maintenance,ID,6
741,1993,Railroad operations and maintenance,IN,10
742,1993,Railroad operations and maintenance,LA,2
743,1993,Railroad operations and maintenance,ME,12
744,1993,Railroad operations and maintenance,MI,8
745,1993,Railroad operations and maintenance,MN,33
746,1993,Railroad operations and maintenance,MO,10
747,1993,Railroad operations and maintenance,MS,19
748,1993,Railroad operations and maintenance,MT,15
749,1993,Railroad operations and maintenance,NC,56
750,1993,Railroad operations and maintenance,NH,5
751,1993,Railroad operations and maintenance,NJ,25
752,1993,Railroad operations and maintenance,NM,5
753,1993,Railroad operations and maintenance,NV,8
754,1993,Railroad operations and maintenance,NY,1
755,1993,Railroad operations and maintenance,OH,1
756,1993,Railroad operations and maintenance,OK,4
757,1993,Railroad operations and maintenance,OR,11
758,1993,Railroad operations and maintenance,PA,3
759,1993,Railroad operations and maintenance,SC,4
760,1993,Railroad operations and maintenance,TX,2
761,1993,Railroad operations and maintenance,UT,7
762,1993,Railroad operations and maintenance,WA,5
763,1993,Railroad operations and maintenance,WI,9
764,1993,Railroad operations and maintenance,WV,20
765,1993,Railroad operations and maintenance,WY,3
766,1993,Recreation and ceremony,AK,182
767,1993,Recreation and ceremony,AL,2
768,1993,Recreation and ceremony,AR,4
769,1993,Recreation and ceremony,AZ,517
770,1993,Recreation and ceremony,CA,447
771,1993,Recreation and ceremony,CO,237
772,1993,Recreation and ceremony,CT,20
773,1993,Recreation and ceremony,FL,31
774,1993,Recreation and ceremony,GA,142
775,1993,Recreation and ceremony,HI,7
776,1993,Recreation and ceremony,ID,65
777,1993,Recreation and ceremony,IN,6
778,1993,Recreation and ceremony,KS,1
779,1993,Recreation and ceremony,KY,2
780,1993,Recreation and ceremony,LA,3
781,1993,Recreation and ceremony,MA,2
782,1993,Recreation and ceremony,MD,2
783,1993,Recreation and ceremony,ME,52
784,1993,Recreation and ceremony,MI,23
785,1993,Recreation and ceremony,MN,23
786,1993,Recreation and ceremony,MO,11
787,1993,Recreation and ceremony,MS,8
788,1993,Recreation and ceremony,MT,86
789,1993,Recreation and ceremony,NC,7
790,1993,Recreation and ceremony,ND,5
791,1993,Recreation and ceremony,NE,2
792,1993,Recreation and ceremony,NH,30
793,1993,Recreation and ceremony,NJ,39
794,1993,Recreation and ceremony,NM,132
795,1993,Recreation and ceremony,NV,30
796,1993,Recreation and ceremony,NY,46
797,1993,Recreation and ceremony,OH,1
798,1993,Recreation and ceremony,OR,344
799,1993,Recreation and ceremony,PA,3
800,1993,Recreation and ceremony,SC,2
801,1993,Recreation and ceremony,SD,29
802,1993,Recreation and ceremony,TN,6
803,1993,Recreation and ceremony,TX,26
804,1993,Recreation and ceremony,UT,42
805,1993,Recreation and ceremony,VA,3
806,1993,Recreation and ceremony,WA,299
807,1993,Recreation and ceremony,WI,23
808,1993,Recreation and ceremony,WV,18
809,1993,Recreation and ceremony,WY,52
810,1993,Smoking,AK,29
811,1993,Smoking,AL,3
812,1993,Smoking,AR,3
813,1993,Smoking,AZ,290
814,1993,Smoking,CA,374
815,1993,Smoking,CO,49
816,1993,Smoking,CT,3
817,1993,Smoking,FL,86
818,1993,Smoking,GA,388
819,1993,Smoking,HI,2
820,1993,Smoking,ID,17
821,1993,Smoking,IL,3
822,1993,Smoking,IN,2
823,1993,Smoking,KY,3
824,1993,Smoking,LA,2
825,1993,Smoking,ME,38
826,1993,Smoking,MI,23
827,1993,Smoking,MN,29
828,1993,Smoking,MO,22
829,1993,Smoking,MS,96
830,1993,Smoking,MT,45
831,1993,Smoking,NC,392
832,1993,Smoking,ND,2
833,1993,Smoking,NE,3
834,1993,Smoking,NH,16
835,1993,Smoking,NJ,71
836,1993,Smoking,NM,41
837,1993,Smoking,NV,19
838,1993,Smoking,NY,11
839,1993,Smoking,OH,1
840,1993,Smoking,OR,165
841,1993,Smoking,PA,1
842,1993,Smoking,SC,2
843,1993,Smoking,SD,9
844,1993,Smoking,TN,3
845,1993,Smoking,TX,38
846,1993,Smoking,UT,17
847,1993,Smoking,VA,6
848,1993,Smoking,WA,47
849,1993,Smoking,WI,47
850,1993,Smoking,WV,23
851,1993,Smoking,WY,8
852,1994,Arson/incendiarism,AK,18
853,1994,Arson/incendiarism,AL,86
854,1994,Arson/incendiarism,AR,110
855,1994,Arson/incendiarism,AZ,316
856,1994,Arson/incendiarism,CA,767
857,1994,Arson/incendiarism,CO,119
858,1994,Arson/incendiarism,CT,87
859,1994,Arson/incendiarism,DC,2
860,1994,Arson/incendiarism,DE,1
861,1994,Arson/incendiarism,FL,155
862,1994,Arson/incendiarism,GA,1828
863,1994,Arson/incendiarism,ID,45
864,1994,Arson/incendiarism,IL,12
865,1994,Arson/incendiarism,IN,4
866,1994,Arson/incendiarism,KS,12
867,1994,Arson/incendiarism,KY,137
868,1994,Arson/incendiarism,LA,80
869,1994,Arson/incendiarism,MD,10
870,1994,Arson/incendiarism,ME,1
871,1994,Arson/incendiarism,MI,79
872,1994,Arson/incendiarism,MN,337
873,1994,Arson/incendiarism,MO,518
874,1994,Arson/incendiarism,MS,2018
875,1994,Arson/incendiarism,MT,33
876,1994,Arson/incendiarism,NC,1154
877,1994,Arson/incendiarism,ND,132
878,1994,Arson/incendiarism,NE,1
879,1994,Arson/incendiarism,NH,10
880,1994,Arson/incendiarism,NJ,555
881,1994,Arson/incendiarism,NM,30
882,1994,Arson/incendiarism,NV,16
883,1994,Arson/incendiarism,NY,19
884,1994,Arson/incendiarism,OH,15
885,1994,Arson/incendiarism,OK,299
886,1994,Arson/incendiarism,OR,114
887,1994,Arson/incendiarism,PA,5
888,1994,Arson/incendiarism,PR,2
889,1994,Arson/incendiarism,SC,74
890,1994,Arson/incendiarism,SD,29
891,1994,Arson/incendiarism,TN,42
892,1994,Arson/incendiarism,TX,170
893,1994,Arson/incendiarism,UT,19
894,1994,Arson/incendiarism,VA,23
895,1994,Arson/incendiarism,VT,3
896,1994,Arson/incendiarism,WA,98
897,1994,Arson/incendiarism,WI,176
898,1994,Arson/incendiarism,WV,467
899,1994,Arson/incendiarism,WY,7
900,1994,Debris and open burning,AK,114
901,1994,Debris and open burning,AL,1846
902,1994,Debris and open burning,AR,16
903,1994,Debris and open burning,AZ,308
904,1994,Debris and open burning,CA,706
905,1994,Debris and open burning,CO,61
906,1994,Debris and open burning,CT,39
907,1994,Debris and open burning,FL,168
908,1994,Debris and open burning,GA,3144
909,1994,Debris and open burning,IA,3
910,1994,Debris and open burning,ID,171
911,1994,Debris and open burning,IL,10
912,1994,Debris and open burning,IN,12
913,1994,Debris and open burning,KS,3
914,1994,Debris and open burning,KY,11
915,1994,Debris and open burning,LA,10
916,1994,Debris and open burning,ME,1
917,1994,Debris and open burning,MI,245
918,1994,Debris and open burning,MN,859
919,1994,Debris and open burning,MO,848
920,1994,Debris and open burning,MS,1077
921,1994,Debris and open burning,MT,207
922,1994,Debris and open burning,NC,2458
923,1994,Debris and open burning,ND,100
924,1994,Debris and open burning,NE,9
925,1994,Debris and open burning,NH,23
926,1994,Debris and open burning,NJ,56
927,1994,Debris and open burning,NM,122
928,1994,Debris and open burning,NV,33
929,1994,Debris and open burning,NY,39
930,1994,Debris and open burning,OH,7
931,1994,Debris and open burning,OK,86
932,1994,Debris and open burning,OR,279
933,1994,Debris and open burning,PA,2
934,1994,Debris and open burning,SC,13
935,1994,Debris and open burning,SD,180
936,1994,Debris and open burning,TN,12
937,1994,Debris and open burning,TX,486
938,1994,Debris and open burning,UT,37
939,1994,Debris and open burning,VA,5
940,1994,Debris and open burning,VT,3
941,1994,Debris and open burning,WA,328
942,1994,Debris and open burning,WI,553
943,1994,Debris and open burning,WV,217
944,1994,Debris and open burning,WY,57
945,1994,Equipment and vehicle use,AK,13
946,1994,Equipment and vehicle use,AL,33
947,1994,Equipment and vehicle use,AR,3
948,1994,Equipment and vehicle use,AZ,171
949,1994,Equipment and vehicle use,CA,2088
950,1994,Equipment and vehicle use,CO,41
951,1994,Equipment and vehicle use,CT,10
952,1994,Equipment and vehicle use,FL,754
953,1994,Equipment and vehicle use,GA,495
954,1994,Equipment and vehicle use,ID,69
955,1994,Equipment and vehicle use,IL,1
956,1994,Equipment and vehicle use,IN,3
957,1994,Equipment and vehicle use,KS,4
958,1994,Equipment and vehicle use,KY,1
959,1994,Equipment and vehicle use,LA,1
960,1994,Equipment and vehicle use,MD,1
961,1994,Equipment and vehicle use,ME,1
962,1994,Equipment and vehicle use,MI,73
963,1994,Equipment and vehicle use,MN,80
964,1994,Equipment and vehicle use,MO,58
965,1994,Equipment and vehicle use,MS,28
966,1994,Equipment and vehicle use,MT,47
967,1994,Equipment and vehicle use,NC,368
968,1994,Equipment and vehicle use,ND,16
969,1994,Equipment and vehicle use,NE,5
970,1994,Equipment and vehicle use,NH,5
971,1994,Equipment and vehicle use,NJ,51
972,1994,Equipment and vehicle use,NM,26
973,1994,Equipment and vehicle use,NV,31
974,1994,Equipment and vehicle use,NY,8
975,1994,Equipment and vehicle use,OH,1
976,1994,Equipment and vehicle use,OK,11
977,1994,Equipment and vehicle use,OR,156
978,1994,Equipment and vehicle use,SC,9
979,1994,Equipment and vehicle use,SD,101
980,1994,Equipment and vehicle use,TX,34
981,1994,Equipment and vehicle use,UT,16
982,1994,Equipment and vehicle use,VA,2
983,1994,Equipment and vehicle use,WA,61
984,1994,Equipment and vehicle use,WI,456
985,1994,Equipment and vehicle use,WV,71
986,1994,Equipment and vehicle use,WY,9
987,1994,Fireworks,AK,22
988,1994,Fireworks,AZ,20
989,1994,Fireworks,CA,23
990,1994,Fireworks,ID,11
991,1994,Fireworks,IN,6
992,1994,Fireworks,MT,65
993,1994,Fireworks,NC,1
994,1994,Fireworks,ND,18
995,1994,Fireworks,NM,20
996,1994,Fireworks,NV,12
997,1994,Fireworks,NY,1
998,1994,Fireworks,OR,67
999,1994,Fireworks,SD,58
1000,1994,Fireworks,TX,6
1001,1994,Fireworks,UT,6
1002,1994,Fireworks,VA,1
1003,1994,Fireworks,WA,93
1004,1994,Fireworks,WI,3
1005,1994,Fireworks,WV,69
1006,1994,Fireworks,WY,9
1007,1994,Missing data/not specified/undetermined,AK,39
1008,1994,Missing data/not specified/undetermined,AL,148
1009,1994,Missing data/not specified/undetermined,AR,14
1010,1994,Missing data/not specified/undetermined,AZ,860
1011,1994,Missing data/not specified/undetermined,CA,2220
1012,1994,Missing data/not specified/undetermined,CO,265
1013,1994,Missing data/not specified/undetermined,CT,18
1014,1994,Missing data/not specified/undetermined,DE,1
1015,1994,Missing data/not specified/undetermined,FL,280
1016,1994,Missing data/not specified/undetermined,GA,238
1017,1994,Missing data/not specified/undetermined,HI,2
1018,1994,Missing data/not specified/undetermined,IA,2
1019,1994,Missing data/not specified/undetermined,ID,150
1020,1994,Missing data/not specified/undetermined,IN,11
1021,1994,Missing data/not specified/undetermined,KS,14
1022,1994,Missing data/not specified/undetermined,KY,15
1023,1994,Missing data/not specified/undetermined,LA,10
1024,1994,Missing data/not specified/undetermined,MA,1
1025,1994,Missing data/not specified/undetermined,MD,1
1026,1994,Missing data/not specified/undetermined,ME,530
1027,1994,Missing data/not specified/undetermined,MI,86
1028,1994,Missing data/not specified/undetermined,MN,163
1029,1994,Missing data/not specified/undetermined,MO,112
1030,1994,Missing data/not specified/undetermined,MS,121
1031,1994,Missing data/not specified/undetermined,MT,794
1032,1994,Missing data/not specified/undetermined,NC,622
1033,1994,Missing data/not specified/undetermined,ND,157
1034,1994,Missing data/not specified/undetermined,NE,2
1035,1994,Missing data/not specified/undetermined,NH,36
1036,1994,Missing data/not specified/undetermined,NJ,185
1037,1994,Missing data/not specified/undetermined,NM,1166
1038,1994,Missing data/not specified/undetermined,NV,59
1039,1994,Missing data/not specified/undetermined,NY,19
1040,1994,Missing data/not specified/undetermined,OH,1
1041,1994,Missing data/not specified/undetermined,OK,1487
1042,1994,Missing data/not specified/undetermined,OR,144
1043,1994,Missing data/not specified/undetermined,PA,4
1044,1994,Missing data/not specified/undetermined,PR,1
1045,1994,Missing data/not specified/undetermined,RI,1
1046,1994,Missing data/not specified/undetermined,SC,4380
1047,1994,Missing data/not specified/undetermined,SD,60
1048,1994,Missing data/not specified/undetermined,TN,11
1049,1994,Missing data/not specified/undetermined,TX,83
1050,1994,Missing data/not specified/undetermined,UT,529
1051,1994,Missing data/not specified/undetermined,VA,21
1052,1994,Missing data/not specified/undetermined,WA,71
1053,1994,Missing data/not specified/undetermined,WI,380
1054,1994,Missing data/not specified/undetermined,WV,8
1055,1994,Missing data/not specified/undetermined,WY,357
1056,1994,Misuse of fire by a minor,AK,50
1057,1994,Misuse of fire by a minor,AL,57
1058,1994,Misuse of fire by a minor,AR,2
1059,1994,Misuse of fire by a minor,AZ,124
1060,1994,Misuse of fire by a minor,CA,410
1061,1994,Misuse of fire by a minor,CO,51
1062,1994,Misuse of fire by a minor,CT,62
1063,1994,Misuse of fire by a minor,FL,198
1064,1994,Misuse of fire by a minor,GA,170
1065,1994,Misuse of fire by a minor,ID,29
1066,1994,Misuse of fire by a minor,IN,6
1067,1994,Misuse of fire by a minor,MD,1
1068,1994,Misuse of fire by a minor,ME,2
1069,1994,Misuse of fire by a minor,MI,60
1070,1994,Misuse of fire by a minor,MN,231
1071,1994,Misuse of fire by a minor,MO,7
1072,1994,Misuse of fire by a minor,MS,22
1073,1994,Misuse of fire by a minor,MT,61
1074,1994,Misuse of fire by a minor,NC,502
1075,1994,Misuse of fire by a minor,ND,41
1076,1994,Misuse of fire by a minor,NE,6
1077,1994,Misuse of fire by a minor,NH,19
1078,1994,Misuse of fire by a minor,NJ,278
1079,1994,Misuse of fire by a minor,NM,20
1080,1994,Misuse of fire by a minor,NV,8
1081,1994,Misuse of fire by a minor,NY,8
1082,1994,Misuse of fire by a minor,OH,2
1083,1994,Misuse of fire by a minor,OK,1
1084,1994,Misuse of fire by a minor,OR,72
1085,1994,Misuse of fire by a minor,SC,1
1086,1994,Misuse of fire by a minor,SD,133
1087,1994,Misuse of fire by a minor,TN,1
1088,1994,Misuse of fire by a minor,TX,18
1089,1994,Misuse of fire by a minor,UT,15
1090,1994,Misuse of fire by a minor,WA,74
1091,1994,Misuse of fire by a minor,WI,174
1092,1994,Misuse of fire by a minor,WV,57
1093,1994,Misuse of fire by a minor,WY,6
1094,1994,Natural,AK,208
1095,1994,Natural,AL,14
1096,1994,Natural,AR,12
1097,1994,Natural,AZ,2052
1098,1994,Natural,CA,1501
1099,1994,Natural,CO,1592
1100,1994,Natural,FL,803
1101,1994,Natural,GA,224
1102,1994,Natural,HI,1
1103,1994,Natural,ID,2602
1104,1994,Natural,IL,1
1105,1994,Natural,IN,2
1106,1994,Natural,KS,12
1107,1994,Natural,LA,5
1108,1994,Natural,MD,2
1109,1994,Natural,ME,2
1110,1994,Natural,MI,10
1111,1994,Natural,MN,27
1112,1994,Natural,MO,5
1113,1994,Natural,MS,7
1114,1994,Natural,MT,1495
1115,1994,Natural,NC,97
1116,1994,Natural,ND,15
1117,1994,Natural,NE,36
1118,1994,Natural,NH,2
1119,1994,Natural,NJ,8
1120,1994,Natural,NM,1126
1121,1994,Natural,NV,503
1122,1994,Natural,NY,3
1123,1994,Natural,OK,7
1124,1994,Natural,OR,2076
1125,1994,Natural,PA,3
1126,1994,Natural,SC,7
1127,1994,Natural,SD,207
1128,1994,Natural,TX,44
1129,1994,Natural,UT,931
1130,1994,Natural,VA,17
1131,1994,Natural,WA,789
1132,1994,Natural,WI,29
1133,1994,Natural,WV,13
1134,1994,Natural,WY,388
1135,1994,Other causes,AK,18
1136,1994,Other causes,AZ,4
1137,1994,Other causes,CA,8
1138,1994,Other causes,ID,1
1139,1994,Other causes,IN,4
1140,1994,Other causes,ME,1
1141,1994,Other causes,MT,6
1142,1994,Other causes,ND,5
1143,1994,Other causes,NM,6
1144,1994,Other causes,OR,37
1145,1994,Other causes,SD,35
1146,1994,Other causes,TN,1
1147,1994,Other causes,WA,55
1148,1994,Other causes,WI,2
1149,1994,Other causes,WV,9
1150,1994,Other causes,WY,1
